quality_score,notice_id,original_title,buyer_name,country,deadline,estimated_value_eur,tender_url,english_summary,what_they_want,eligibility_requirements,evaluation_criteria,language_detected
2,834729-2025,Sweden – Medical equipments,Region Uppsala,SWE,2026-01-28,,https://ted.europa.eu/en/notice/-/detail/834729-2025,This procurement is for a framework agreement for successive purchases of ultrasound systems for general diagnostic imaging and point-of-care ultrasound examinations for simple diagnostics and needle guidance. Region Uppsala requires the ability to configure ultrasound systems according to needs and procure investigation components separately. The procurement is divided into two bid areas.,"Ultrasound systems for general diagnostic imaging and point-of-care ultrasound examinations, used for simple diagnostics and needle guidance assistance. Systems must be configurable with separately procurable investigation components.",NOT FOUND,NOT FOUND,Swedish
2,834952-2025,Slovakia – Magnetic resonance imaging equipment,Žilinský samosprávny kraj,SVK,,,https://ted.europa.eu/en/notice/-/detail/834952-2025,"The Žilina Self-Governing Region is preparing a public procurement for the purchase, delivery, and commissioning of two MRI (Magnetic Resonance Imaging) devices for hospitals under its administration - one for LNsP Liptovský Mikuláš hospital and one for HNsP Trstená hospital. This is a preliminary market consultation notice to inform economic operators about the planned procurement.","Two MRI (Magnetic Resonance) devices - one MR device for LNsP Liptovský Mikuláš hospital and one MR device for HNsP Trstená hospital, including purchase, delivery, and commissioning into operation.",NOT FOUND,NOT FOUND,Slovak
2,835372-2025,France – Orthopaedic supplies,CH de Saint-Brieuc/Paimpol/Tréguier - Etablissement support du GHT d'ARMOR,FRA,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/835372-2025,"This is a tender for a comprehensive range of orthopaedic supplies and consumables for a hospital group in France. The procurement covers items including bone cement, arthroscopy consumables, external fixators, ligament reconstruction materials, osteosynthesis devices, and various joint prostheses (hip, knee, shoulder).","Resorbable diaphyseal bone cement obturators; radio-opaque bone cement (all viscosities); Horsley bone hemostasis wax; arthroscopy consumables (arthropump and arthroshaver); arthroscopy shoulder consumables (Arthroshaver Power Pro); radiofrequency coblation electrodes; Zimmer dermatome consumables; non-sterile steel femur cerclage wire; modular external fixators (including hybrid mounting and pelvis fixators); single-use complete modular external fixators; pulsed lavage/aspiration irrigation systems for hip and knee replacement; orthopedic motor saw blades; knee ligament repair materials (impacted anchors, resorbable interference screws, DT4 technique materials); shoulder ligament fixation devices; Achilles tendon repair systems (percutaneous and endobutton); ligament anchor reinsertion devices for ankle/knee/hand/wrist/elbow/shoulder; Spider-type shoulder and ankle distraction kits; bicolor non-resorbable bone sutures; AO motor drill bits; Kirschner wires and Steinmann nails (non-sterile); sterile Metaizeau nails; lower limb nailing systems (pertrochanteric, femur, tibia) in titanium; pertrochanteric nails with double cervical screw (anti-rotation system); humeral locking nails (short 130mm/150mm and long) in titanium (sterile and non-sterile); plates and screws (small and large fragment, mini fragment for hands) sterile and non-sterile in titanium; cannulated screws for extremity arthrodesis (sterile); trochanteric titanium plates with sterile cerclage cable; titanium cannulated screws (sterile); DHS and DCS bi-bloc hip screws and plates (sterile); maxillofacial titanium plates and screws; unicompartmental knee prosthesis (UKP); radial head prosthesis; cement spacers; anatomical bone grafts (femoral head); synthetic bone substitutes; resorbable hemostatic bone substitutes; costal staples; PRP technique materials; shoulder prosthesis; posterior-stabilized knee prosthesis with fixed/rotatory plateau; total and intermediate hip prosthesis.",NOT FOUND,NOT FOUND,French/English (mixed - primarily French product descriptions with English abbreviations)
2,835472-2025,Sweden – Medical equipments,Region Uppsala,SWE,2026-01-29,,https://ted.europa.eu/en/notice/-/detail/835472-2025,"This is a framework agreement tender from Region Uppsala, Sweden for CTG (cardiotocography) equipment without telemetry capabilities. CTG devices are used for fetal monitoring during pregnancy and labor.",CTG (cardiotocography) equipment without telemetry functionality,NOT FOUND,NOT FOUND,Swedish
2,835526-2025,Poland – Miscellaneous medical devices and products,Rządowa Agencja Rezerw Strategicznych,POL,2025-12-30,,https://ted.europa.eu/en/notice/-/detail/835526-2025,"This tender is for the delivery of medical equipment and additional equipment to outfit ERJ190-200 aircraft for air medical evacuation purposes. The contract includes equipment for 6 intensive care stations and 16 non-intensive care bed stations across 5 different configurations, along with preparation of certification documentation and obtaining Supplemental Type Certificate (STC) for aircraft modifications.","Medical equipment for air medical evacuation to be installed on four ERJ190-200 aircraft (serial numbers: 19000415, 19000444, 19000462, and 19000516), comprising equipment for 6 intensive care stations and 16 non-intensive care bed stations in 5 different configurations. Includes certification documentation and Supplemental Type Certificate (STC) for aircraft modifications.",NOT FOUND,NOT FOUND,English
2,835659-2025,"Norway – Sterilisation, disinfection and hygiene devices",Oslo kommune v/ Sykehjemsetaten,NOR,2026-01-21,,https://ted.europa.eu/en/notice/-/detail/835659-2025,"The Agency for Nursing Homes in Oslo municipality is procuring decontaminators (flushing and instrument types) for 21 nursing home institutions located across different districts. The framework agreement will be awarded to one supplier with a maximum value of NOK 8,000,000 for both sporadic needs and planned equipment upgrades.",Decontaminators including flushing decontaminators and instrument decontaminators for nursing home facilities.,NOT FOUND,NOT FOUND,English
2,835686-2025,Italy – Miscellaneous medical devices and products,ASST SPEDALI CIVILI DI BRESCIA,ITA,2026-01-22,,https://ted.europa.eu/en/notice/-/detail/835686-2025,"This is a turnkey procurement tender for three major diagnostic imaging systems by ASST Spedali Civili di Brescia hospital in Italy. The contract includes supply, installation, and full-risk maintenance and technical assistance for 84 months (7 years) for each device.","1) Photon Counting CT scanner (turnkey supply with 84-month full-risk maintenance and technical assistance), 2) Mid-range CT scanner (turnkey supply with 84-month full-risk maintenance and technical assistance), 3) Biplane angiography system (turnkey supply with 84-month full-risk maintenance and technical assistance)",NOT FOUND,NOT FOUND,Italian
2,835890-2025,Croatia – Medical consumables,Klinički bolnički centar Osijek,HRV,2025-12-22,,https://ted.europa.eu/en/notice/-/detail/835890-2025,"This is a tender issued by the Clinical Hospital Center Osijek in Croatia for the procurement of medical consumables. The notice repeatedly lists ""Potrošni medicinski materijal"" (medical consumable materials) but does not provide specific details about the types or quantities required.","Medical consumable materials (Potrošni medicinski materijal). No specific items, brands, model numbers, or categories are mentioned in the description provided.",NOT FOUND,NOT FOUND,Croatian
2,836083-2025,Germany – X-ray devices,Universitätsklinikum Frankfurt,DEU,2026-01-09,,https://ted.europa.eu/en/notice/-/detail/836083-2025,The University Hospital Frankfurt is procuring two digital mobile X-ray systems with telescopic tube arms for mobile use in intensive care units.,"Two digital mobile X-ray systems (radiography systems) equipped with telescopic tube arms, specifically designed for mobile deployment in intensive care unit environments.",NOT FOUND,NOT FOUND,German
2,836105-2025,Poland – Medical equipments,Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie - Państwowy Instytut Badawczy Oddział w Krakowie,POL,2025-12-29,,https://ted.europa.eu/en/notice/-/detail/836105-2025,"The National Institute of Oncology in Krakow, Poland is procuring a PET/CT scanner and a SPECT scanner, both including necessary room adaptations and installation works for the respective imaging equipment.","PET/CT scanner with room adaptation works, and SPECT scanner with room adaptation works. Detailed specifications are provided in attached technical documents and adaptation work descriptions.",NOT FOUND,NOT FOUND,Polish
2,836391-2025,France – Medical equipments,RESAH,FRA,2025-12-22,,https://ted.europa.eu/en/notice/-/detail/836391-2025,"This is a tender for various electrosurgical generators and related surgical equipment for general surgery, small surgery, vascular sealing, bipolar resection, argon plasma coagulation, ultrasonic dissection, radiofrequency ablation, orthopedic revision surgery, and surgical smoke evacuators.",Electrosurgical generator for general surgery; Electrosurgical generator for small surgery; Thermofusion generator for vascular sealing; Bipolar resection generator; Generator dedicated to argon plasma coagulation; Ultrasonic dissection generator; Ultrasound generator; Radiofrequency generator for ablation; Radiofrequency electrosurgery generator; Generator for orthopedic revision surgery; Electric scalpel as alternative to monopolar handle without return plate; Dual operator electrosurgical generator for all energies; Surgical smoke evacuator,NOT FOUND,NOT FOUND,French
2,836446-2025,"Sweden – Medical equipments, pharmaceuticals and personal care products",Karolinska Universitetssjukhuset,SWE,,,https://ted.europa.eu/en/notice/-/detail/836446-2025,"Karolinska University Hospital in Stockholm is seeking market information about equipment needed to set up a new extemporaneous compounding facility for preparing cytotoxic agents, sterile formulations, antibiotics, parenteral nutrition, and investigational medicinal products for clinical trials.","Equipment for extemporaneous compounding including automated compounding robotics, microbiological safety cabinets, isolators, peristaltic pumps, mixed infusion compounders, clean room equipment, biosafety solutions, VHP/hydrogen peroxide sterilization systems, and devices for preparing cytotoxic agents, pain infusion cassettes, antibiotic syringes, parenteral nutrition (TPN), and investigational medicinal products.",NOT FOUND,NOT FOUND,English
